Time	Mean	Std
0	-6.78332307556e-05	0.00121212
1	-0.000567833230756	0.00121212
2	-0.000567833230756	0.00121212
3	-0.000567833230756	0.00121212
4	-0.000567833230756	0.00121212
5	-0.000567833230756	0.00121212
6	-0.0029892948582	0.00423772904701
7	-0.0113003528584	0.0191241034809
8	-0.0206296112045	0.0354574442057
9	-0.0297093895008	0.0496173153326
10	-0.0382995582445	0.0622282564192
11	-0.04870864228	0.0772937089887
12	-0.0591575225704	0.092442025587
13	-0.0696064028609	0.107648530673
14	-0.0800552831514	0.122891625563
15	-0.0908355476708	0.138015493329
16	-0.106292899628	0.151259342718
17	-0.122508842024	0.164470061501
18	-0.13872478442	0.177912255666
19	-0.154940726817	0.191537196173
20	-0.171156669213	0.205308503318
21	-0.187372611609	0.219198592073
22	-0.203588554005	0.23318623719
23	-0.219804496401	0.247254882415
24	-0.236020438797	0.26139144928
25	-0.252101482424	0.275604468588
26	-0.266237397557	0.286567893084
27	-0.2750797604	0.288719569171
28	-0.281052278134	0.288448330678
29	-0.285415019139	0.288373503784
30	-0.289200575395	0.288414399378
31	-0.290908371006	0.28848806902
32	-0.291601293477	0.288539999895
33	-0.29270101005	0.288527395662
34	-0.294611340389	0.288460951387
35	-0.296190286499	0.28842278364
36	-0.293092145171	0.288288186082
37	-0.289235413404	0.288376138746
38	-0.285378681637	0.28872438726
39	-0.281521949871	0.289331991729
40	-0.277665218104	0.290197323066
41	-0.273808486337	0.291318084624
42	-0.269891848165	0.292747232957
43	-0.26407438656	0.296201165302
44	-0.25800310332	0.300145312511
45	-0.252066718848	0.304406125271
46	-0.246138293569	0.308921245746
47	-0.2402551175	0.313660644304
48	-0.235494300428	0.318221996202
49	-0.231647340299	0.322615318141
50	-0.227959196642	0.327087433894
51	-0.226441686558	0.33085441908
52	-0.226553592816	0.334118318134
53	-0.226258704972	0.336914989114
54	-0.225153203363	0.339058337079
55	-0.224047701754	0.341270933557
56	-0.222942200144	0.343551440594
57	-0.221836698535	0.34589851499
58	-0.220731196925	0.348310811066
59	-0.219625695316	0.350786983272
60	-0.218520193707	0.353325688644
61	-0.217414692097	0.355925589097
62	-0.216369096894	0.358505301247
63	-0.217224325122	0.358577862534
64	-0.218333374987	0.358317262774
65	-0.219442424851	0.358062884796
66	-0.219865004664	0.358332785906
67	-0.218840962048	0.360209448741
68	-0.218982024969	0.362306708359
69	-0.21912308789	0.364678411445
70	-0.219264150811	0.367319241966
71	-0.218950503325	0.370268346098
72	-0.217982516382	0.373504166101
73	-0.217014529438	0.376941842067
74	-0.216046542495	0.380575904047
75	-0.215078555551	0.384400782278
76	-0.214110568608	0.388410839608
77	-0.213142581664	0.392600401768
78	-0.212174594721	0.396963785307
79	-0.211206607777	0.401495323082
80	-0.210238620834	0.406189387235
81	-0.20927063389	0.411040409671
82	-0.208302646947	0.416042900067
83	-0.207334660003	0.421191461505
84	-0.20636667306	0.42648080382
85	-0.205950938366	0.431036424535
86	-0.207963278867	0.431838913502
87	-0.212837254339	0.425698266896
88	-0.215839664064	0.414996271743
89	-0.217935208037	0.402838415383
90	-0.21690635487	0.39078403717
91	-0.212474047355	0.379366608411
92	-0.206975276926	0.36918554045
93	-0.201476506498	0.360481398487
94	-0.195873858199	0.353314473964
95	-0.189992638	0.347735801721
96	-0.184085703489	0.343972301563
97	-0.178178768977	0.342096356819
98	-0.172271834466	0.342139017237
99	-0.166364899955	0.344099569231
100	-0.160457965444	0.347945594361
101	-0.154551030933	0.353615577126
102	-0.148644096422	0.361023590364
103	-0.14273716191	0.37006527245
104	-0.136830227399	0.380624218369
105	-0.130371040638	0.392179351686
106	-0.122170248734	0.40347784124
107	-0.112554444288	0.413653689873
108	-0.103645100052	0.421913107136
109	-0.0956426215678	0.428060366744
110	-0.090764540224	0.431706348884
111	-0.0892899132276	0.432729266364
112	-0.0888817491449	0.432923404044
113	-0.0884735850622	0.433120846931
114	-0.0881692988498	0.433270188343
115	-0.0881435845381	0.433282892737
116	-0.0881435845381	0.433282892737
117	-0.0881435845381	0.433282892737
118	-0.0881435845381	0.433282892737
119	-0.0881435845381	0.433282892737
120	-0.0881435845381	0.433282892737
121	-0.0881435845381	0.433282892737
122	-0.0881435845381	0.433282892737
123	-0.0881435845381	0.433282892737
124	-0.0892419882906	0.432431413311
125	-0.0915659295451	0.428277891125
126	-0.1060336708	0.410359670093
127	-0.111539594884	0.398374718625
128	-0.112473570107	0.389705602657
129	-0.116787438673	0.378997451062
130	-0.128284158176	0.364017256254
131	-0.140127948449	0.349497964133
132	-0.149918167286	0.338341368569
133	-0.158667546621	0.329841179717
134	-0.167416925956	0.32289354088
135	-0.176166305292	0.317600356422
136	-0.184915684627	0.3140452942
137	-0.193665063962	0.312287719853
138	-0.202414443297	0.312357977145
139	-0.211163822632	0.314254840143
140	-0.219913201967	0.317945617949
141	-0.228662581302	0.32336889174
142	-0.237411960637	0.330439369734
143	-0.246161339972	0.339054017447
144	-0.253812315554	0.348542878814
145	-0.260237753635	0.358512191948
146	-0.254519391715	0.362313901975
147	-0.257762846966	0.371053507411
148	-0.265578251078	0.382488512671
149	-0.270013761847	0.392970210439
150	-0.26726642168	0.399543860337
151	-0.264172010741	0.40591946743
152	-0.263131171239	0.408065617039
153	-0.263131171239	0.408065617039
154	-0.263131171239	0.408065617039
155	-0.263131171239	0.408065617039
156	-0.263131171239	0.408065617039
157	-0.263131171239	0.408065617039
158	-0.262990987191	0.407984019762
159	-0.256557607333	0.404319225457
160	-0.244934759179	0.398104860472
161	-0.232625935301	0.392060995796
162	-0.216659132342	0.384545454977
163	-0.199769868062	0.377064486941
164	-0.182880603783	0.370154436156
165	-0.165991339503	0.363847831966
166	-0.149102075223	0.358176551399
167	-0.132212810944	0.353171202174
168	-0.115338629734	0.348862729485
169	-0.102055553234	0.345665098423
170	-0.0904249614504	0.343048551999
171	-0.0803106641978	0.340890328982
172	-0.0705193226223	0.339042107147
173	-0.0607279810468	0.337478250299
174	-0.0509366394712	0.336202726657
175	-0.0411452978957	0.335218827604
176	-0.0313539563202	0.33452912628
177	-0.0215626147446	0.334135444483
178	-0.0119114572176	0.334034790392
179	-0.0085534955001	0.334066127774
180	-0.0103850020782	0.33456499905
181	-0.0129024843807	0.33563774817
182	-0.0190779457641	0.336574014945
183	-0.0261758684683	0.337633789619
184	-0.0332737911725	0.338967766466
185	-0.0403717138766	0.340572723465
186	-0.0474696365808	0.342444850579
187	-0.054567559285	0.344579793171
188	-0.061650398919	0.346967345161
189	-0.0651421338436	0.348237309554
190	-0.0669813840516	0.348930621264
191	-0.0673043397286	0.349054085317
