Time	Mean	Std
0	-0.0093235571252	0.0136011284476
1	-0.0176394779729	0.0233488142885
2	-0.0256856799982	0.0334578401517
3	-0.0327841287524	0.0421553569616
4	-0.0398022217214	0.0488232514844
5	-0.0504077922835	0.0524088301556
6	-0.0578505855059	0.0576088207576
7	-0.0640569793409	0.0622357863185
8	-0.0737185953518	0.0630884747476
9	-0.0869903968927	0.0619484562984
10	-0.0996072604283	0.0630141215424
11	-0.116540122059	0.0693562620463
12	-0.133472983689	0.0773121415757
13	-0.150907368255	0.0862460077161
14	-0.168712660475	0.0958479186623
15	-0.186633362689	0.105990965654
16	-0.204613140862	0.116545493073
17	-0.222592919035	0.127425396309
18	-0.240329568548	0.138379441124
19	-0.256890327167	0.148779819742
20	-0.27195569249	0.15895985738
21	-0.285179058091	0.169107015425
22	-0.2974826629	0.179545439517
23	-0.309597687132	0.190534377602
24	-0.321059115539	0.20200659576
25	-0.329131320843	0.214391716392
26	-0.339324136463	0.227093900186
27	-0.35092141827	0.239765052944
28	-0.359130516153	0.247162461799
29	-0.362943776182	0.248187330244
30	-0.366084794061	0.248290065041
31	-0.369225811941	0.248451988797
32	-0.37236682982	0.248672985891
33	-0.375006324764	0.2490700635
34	-0.377274912055	0.249604034298
35	-0.37942808935	0.250214392284
36	-0.381522190687	0.250888511326
37	-0.383616292024	0.251611645627
38	-0.385710393361	0.252383373869
39	-0.387804494698	0.253203251729
40	-0.389898596035	0.254070813077
41	-0.391992697372	0.254985571199
42	-0.394086798709	0.255947020049
43	-0.396180900046	0.25695463552
44	-0.398275001383	0.258007876719
45	-0.400365908331	0.259104477832
46	-0.401805869779	0.25988551426
47	-0.402148025196	0.260074172819
48	-0.402148025196	0.260074172819
49	-0.402148025196	0.260074172819
50	-0.402171705449	0.260066330073
51	-0.402871394944	0.259840248196
52	-0.403669045839	0.25959587261
53	-0.404466696734	0.259365768883
54	-0.405264347629	0.25914997503
55	-0.406061998524	0.258948526828
56	-0.406859649419	0.25876145778
57	-0.407657300314	0.258588799094
58	-0.408454951209	0.258430579653
59	-0.409252602104	0.258286825991
60	-0.410050252999	0.258157562274
61	-0.410847903894	0.258042810279
62	-0.411645554789	0.257942589372
63	-0.412443205684	0.257856916497
64	-0.413240856579	0.25778580616
65	-0.414038507474	0.257729270412
66	-0.414836158369	0.257687318848
67	-0.415633809264	0.257659958592
68	-0.416431460159	0.257647194291
69	-0.417229111054	0.257649028115
70	-0.418003081696	0.257664761705
71	-0.418101043095	0.257667732875
72	-0.418101043095	0.257667732875
73	-0.418099497476	0.257668750725
74	-0.417687920517	0.257942130281
75	-0.416534445345	0.258733042069
76	-0.414853913576	0.259950061766
77	-0.413153730358	0.261258430594
78	-0.41145354714	0.262643210571
79	-0.40887169746	0.264889513083
80	-0.406023338578	0.267563639997
81	-0.405478931796	0.267535825292
82	-0.406067017319	0.266497421888
83	-0.407128504709	0.265320585823
84	-0.40820721477	0.264494113472
85	-0.40928592483	0.264041557097
